class,category,indicator_name,series_name,sub_series_name,parameter,value,units,date_last_updated
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-10-24,1067143,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-10-25,1070181,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-10-26,1072492,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-10-27,1075827,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-10-28,1083230,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-10-29,1090702,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-10-30,1096666,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-10-31,1101067,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-01,1104113,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-02,1106568,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-03,1113739,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-04,1120130,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-05,1126986,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-06,1132820,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-07,1136936,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-08,1139978,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-09,1142938,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-10,1148933,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-11,1155514,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-12,1162740,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-13,1169062,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-14,1179587,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-15,1184885,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-16,1191034,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-17,1199426,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-18,1208091,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-19,1217383,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-20,1224397,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-21,1230901,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-22,1234175,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-23,1237736,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-24,1243518,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-25,1252601,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-26,1260055,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-27,1266944,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-28,1272586,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-29,1275525,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-11-30,1278690,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-12-01,1285766,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-12-02,1291609,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-12-03,1298455,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-12-04,1304502,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-12-05,1309992,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-12-06,1312307,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-12-07,1315201,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-12-08,1321598,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-12-11,1332470,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-12-13,1341978,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-12-14,1344192,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-12-15,1352462,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-12-16,1352462,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-12-18,1363124,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-12-20,1371889,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-12-21,1374050,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-12-23,1381545,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-12-27,1396752,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-12-29,1398932,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2020-12-31,1405854,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-01-03,1414422,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-01-05,1419361,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-01-07,1426787,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-01-10,1438446,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-01-11,1441163,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-01-13,1448199,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-01-15,1457076,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-01-17,1463890,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-01-18,1465758,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-01-20,1472326,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-01-22,1480691,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-01-24,1489913,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-01-26,1493495,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-01-27,1504309,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-01-28,1512616,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-02-01,1535292,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-02-02,1537594,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-02-03,1541701,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-02-04,1546832,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-02-05,1551707,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-02-08,1562891,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-02-09,1565107,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-02-10,1567952,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-02-11,1573692,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-02-12,1578782,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-02-14,1586816,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-02-15,1589949,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-02-16,1595770,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-02-17,1613211,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-02-18,1629853,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-02-19,1640686,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-02-21,1658429,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-02-22,1662321,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-02-23,1666446,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-02-24,1674282,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-02-25,1683551,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-02-26,1693679,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-02-28,1707380,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-03-01,1712029,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-03-02,1720909,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-03-04,1751605,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-03-05,1763008,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-03-07,1779213,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-03-08,1783178,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-03-09,1786705,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-03-10,1795324,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-03-11,1801771,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-03-12,1808406,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-03-14,1818986,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-03-15,1821426,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-03-16,1824252,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-03-17,1830299,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-03-19,1840473,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-03-21,1849867,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-03-22,1852557,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-03-23,1855315,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-03-24,1861752,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-03-25,1867966,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-03-26,1875086,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-03-28,1884329,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-03-29,1887079,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-03-30,1890809,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-03-31,1896964,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-04-01,1902915,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-04-04,1913487,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-04-06,1917574,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-04-07,1920966,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-04-08,1927613,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-04-09,1927613,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-04-11,1942141,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-04-12,1944883,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-04-13,1948223,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-04-14,1953823,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-04-15,1959282,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-04-16,1963982,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-04-18,1972640,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-04-19,1974755,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-04-20,1978011,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-04-21,1982784,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-04-22,1987958,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-04-23,1992707,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-04-25,2000842,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-04-27,2004818,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-04-28,2008199,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-04-29,2013539,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-04-30,2018845,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-05-02,2026948,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-05-03,2029196,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-05-04,2031925,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-05-05,2037349,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-05-07,2046919,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-05-09,2054651,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-05-10,2056987,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-05-11,2059727,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-05-12,2064910,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-05-13,2069812,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-05-14,2073522,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-05-16,2080353,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-05-17,2082570,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-05-18,2085298,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-05-19,2090622,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-05-20,2095421,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-05-21,2100168,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-05-23,2106971,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-05-24,2108952,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-05-25,2111902,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-05-26,2116680,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-05-27,2121676,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-05-28,2126807,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-05-30,2137414,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-05-31,2140339,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-06-01,2143395,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-06-02,2149014,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-06-03,2154931,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-06-04,2159702,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-06-06,2167929,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-06-08,2171925,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-06-09,2175651,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-06-10,2181269,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-06-11,2186193,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-06-13,2195282,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-06-14,2197446,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-06-15,2200141,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-06-16,2205616,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-06-17,2211115,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-06-18,2216363,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-06-20,2224208,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-06-21,2226734,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-06-22,2229592,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-06-23,2235523,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-06-24,2242522,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-06-25,2253275,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-06-27,2267994,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-06-28,2271525,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-06-29,2278772,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-06-30,2288871,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-07-01,2296650,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-07-02,2303782,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-07-04,2314030,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-07-05,2317171,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-07-06,2322228,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-07-07,2329485,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-07-08,2336504,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-07-09,2339666,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-07-11,2351005,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-07-12,2353967,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-07-13,2353967,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-07-14,2372793,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-07-15,2380123,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-07-16,2386215,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-07-18,2397849,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-07-19,2401725,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-07-20,2405241,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-07-21,2412361,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-07-22,2419915,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-07-23,2426356,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-07-25,2438807,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-07-26,2441651,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-07-26,2441651,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-07-27,2445710,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-07-28,2454303,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-07-29,2465811,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-07-30,2473000,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-08-01,2484284,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-08-02,2487568,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-08-03,2491831,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-08-04,2499726,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-08-05,2507176,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-08-06,2513358,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-08-08,2523643,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-08-09,2525687,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-08-10,2529030,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-08-11,2535316,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-08-12,2542575,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-08-13,2548634,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-08-15,2558680,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-08-16,2561806,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-08-17,2564395,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-08-17,2571452,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-08-18,2571452,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-08-18,2571452,Number,13-09-21
Health,COVID-19 testing,Total tests (cumulative),undefined_name,Total tests (cumulative),2021-08-18,2571452,Number,13-09-21
